Latitude,Longitude
66.0215155,18.0712161
66.0215155,18.0712161
66.0213568,18.0714361
66.0213568,18.0714361
66.0213568,18.0714361
66.0211976,18.0716628
66.0211976,18.0716628
66.0211976,18.0716628
66.0210381,18.0718945
66.0210381,18.0718945
66.0210381,18.0718945
66.020878,18.0721296
66.020878,18.0721296
66.020878,18.0721296
66.0207178,18.0723666
66.0207178,18.0723666
66.0207178,18.0723666
66.0205578,18.0726056
66.0205578,18.0726056
66.0205578,18.0726056
66.0204001,18.072849
66.0204001,18.072849
66.0204001,18.072849
66.0202428,18.0730986
66.0202428,18.0730986
66.0202428,18.0730986
66.0200851,18.0733496
66.0200851,18.0733496
66.0200851,18.0733496
66.0199278,18.0735996
66.0199278,18.0735996
66.0199278,18.0735996
66.0197711,18.0738493
66.0197711,18.0738493
66.0197711,18.0738493
66.0196151,18.0740998
66.0196151,18.0740998
66.0196151,18.0740998
66.0194608,18.0743513
66.0194608,18.0743513
66.0194608,18.0743513
66.0193078,18.0746046
66.0193078,18.0746046
66.0193078,18.0746046
66.0191551,18.0748575
66.0191551,18.0748575
66.0191551,18.0748575
66.0190025,18.0751118
66.0190025,18.0751118
66.0190025,18.0751118
66.0188508,18.0753683
66.0188508,18.0753683
66.0188508,18.0753683
66.0186993,18.0756271
66.0186993,18.0756271
66.0186993,18.0756271
66.018549,18.0758898
66.018549,18.0758898
66.018549,18.0758898
66.0184,18.0761555
66.0184,18.0761555
66.0184,18.0761555
66.018251,18.0764216
66.018251,18.0764216
66.018251,18.0764216
66.0181016,18.0766831
66.0181016,18.0766831
66.0181016,18.0766831
66.0179543,18.076949
66.0179543,18.076949
66.0179543,18.076949
66.0178075,18.0772123
66.0178075,18.0772123
66.0178075,18.0772123
66.0176611,18.0774755
66.0176611,18.0774755
66.0176611,18.0774755
66.0175145,18.0777423
66.0175145,18.0777423
66.0175145,18.0777423
66.0173675,18.0780113
66.0173675,18.0780113
66.0173675,18.0780113
66.0172195,18.0782815
66.0172195,18.0782815
66.0172195,18.0782815
66.0170715,18.0785501
66.0170715,18.0785501
66.0170715,18.0785501
66.0169238,18.078819
66.0169238,18.078819
66.0169238,18.078819
66.0167771,18.0790876
66.0167771,18.0790876
66.0167771,18.0790876
66.0166313,18.0793558
66.0166313,18.0793558
66.0166313,18.0793558
66.0164861,18.079625
66.0164861,18.079625
66.0164861,18.079625
66.0163398,18.0798936
66.0163398,18.0798936
66.0163398,18.0798936
66.0161925,18.080166
66.0161925,18.080166
66.0161925,18.080166
66.0160443,18.0804403
66.0160443,18.0804403
66.0160443,18.0804403
66.0158958,18.0807156
66.0158958,18.0807156
66.0158958,18.0807156
66.0157455,18.0809905
66.0157455,18.0809905
66.0157455,18.0809905
66.0155938,18.0812648
66.0155938,18.0812648
66.0155938,18.0812648
66.0154426,18.0815376
66.0154426,18.0815376
66.0154426,18.0815376
66.0152903,18.0818143
66.0152903,18.0818143
66.0152903,18.0818143
66.0151371,18.0820903
66.0151371,18.0820903
66.0151371,18.0820903
66.014985,18.0823673
